event_type,sequence_number,venue_id,exchange_timestamp_ns,local_receipt_timestamp_ns,side,price_ticks,quantity
book,194,1,8499200000,8500000000,A,10004,38
book,191,2,8498800000,8500000000,B,10003,18
book,191,3,8498400000,8500000000,A,10003,29
book,195,1,8549200000,8550000000,B,10002,45
book,192,2,8548800000,8550000000,A,10005,25
book,192,3,8548400000,8550000000,B,10001,36
book,196,1,8599200000,8600000000,A,10004,21
book,193,2,8598800000,8600000000,B,10003,32
book,193,3,8598400000,8600000000,A,10003,43
book,197,1,8649200000,8650000000,B,10002,28
book,194,2,8648800000,8650000000,A,10005,39
book,194,3,8648400000,8650000000,B,10001,19
book,198,1,8699200000,8700000000,A,10004,35
book,195,2,8698800000,8700000000,B,10003,15
book,195,3,8698400000,8700000000,A,10003,26
book,199,1,8749200000,8750000000,B,10002,42
book,196,2,8748800000,8750000000,A,10005,22
book,196,3,8748400000,8750000000,B,10001,33
trade,100019,1,8749200000,8750000000,B,10004,4
trade,100020,1,8749200000,8750000000,S,10002,6
trade,100021,1,8749200000,8750000000,B,10004,8
trade,200019,2,8748800000,8750000000,S,10003,5
trade,200020,2,8748800000,8750000000,B,10005,7
trade,200021,2,8748800000,8750000000,S,10003,9
book,200,1,8799200000,8800000000,A,10004,18
book,197,2,8798800000,8800000000,B,10003,29
book,197,3,8798400000,8800000000,A,10003,40
book,201,1,8849200000,8850000000,B,10002,25
book,198,2,8848800000,8850000000,A,10005,36
book,198,3,8848400000,8850000000,B,10001,16
book,202,1,8899200000,8900000000,A,10004,32
book,199,2,8898800000,8900000000,B,10003,43
book,199,3,8898400000,8900000000,A,10003,23
book,203,1,8949200000,8950000000,B,10002,39
book,200,2,8948800000,8950000000,A,10005,19
book,200,3,8948400000,8950000000,B,10001,30
book,204,1,8999200000,9000000000,A,10004,15
book,201,2,8998800000,9000000000,B,10003,26
book,201,3,8998400000,9000000000,A,10003,37
book,205,1,9049200000,9050000000,B,10002,22
book,202,2,9048800000,9050000000,A,10005,33
book,202,3,9048400000,9050000000,B,10001,44
book,206,1,9099200000,9100000000,A,10004,29
book,203,2,9098800000,9100000000,B,10003,40
book,203,3,9098400000,9100000000,A,10003,20
book,207,1,9149200000,9150000000,B,10002,36
book,204,2,9148800000,9150000000,A,10005,16
book,204,3,9148400000,9150000000,B,10001,27
book,208,1,9199200000,9200000000,A,10004,43
book,205,2,9198800000,9200000000,B,10003,23
book,205,3,9198400000,9200000000,A,10003,34
book,209,1,9249200000,9250000000,B,10002,19
book,206,2,9248800000,9250000000,A,10005,30
book,206,3,9248400000,9250000000,B,10001,41
book,210,1,9299200000,9300000000,A,10004,26
book,207,2,9298800000,9300000000,B,10003,37
book,207,3,9298400000,9300000000,A,10003,17
book,211,1,9349200000,9350000000,B,10002,33
book,208,2,9348800000,9350000000,A,10005,44
book,208,3,9348400000,9350000000,B,10001,24
book,212,1,9399200000,9400000000,A,10004,40
book,209,2,9398800000,9400000000,B,10003,20
book,209,3,9398400000,9400000000,A,10003,31
book,213,1,9449200000,9450000000,B,10002,16
book,210,2,9448800000,9450000000,A,10005,27
book,210,3,9448400000,9450000000,B,10001,38
book,214,1,9499200000,9500000000,A,10004,23
book,211,2,9498800000,9500000000,B,10003,34
book,211,3,9498400000,9500000000,A,10003,45
book,215,1,9549200000,9550000000,B,10002,30
book,212,2,9548800000,9550000000,A,10005,41
book,212,3,9548400000,9550000000,B,10001,21
book,216,1,9599200000,9600000000,A,10004,37
book,213,2,9598800000,9600000000,B,10003,17
book,213,3,9598400000,9600000000,A,10003,28
book,217,1,9649200000,9650000000,B,10002,44
book,214,2,9648800000,9650000000,A,10005,24
book,214,3,9648400000,9650000000,B,10001,35
book,218,1,9699200000,9700000000,A,10004,20
book,215,2,9698800000,9700000000,B,10003,31
book,215,3,9698400000,9700000000,A,10003,42
book,219,1,9749200000,9750000000,B,10002,27
book,216,2,9748800000,9750000000,A,10005,38
book,216,3,9748400000,9750000000,B,10001,18
book,220,1,9799200000,9800000000,A,10004,34
book,217,2,9798800000,9800000000,B,10003,45
book,217,3,9798400000,9800000000,A,10003,25
book,221,1,9849200000,9850000000,B,10002,41
book,218,2,9848800000,9850000000,A,10005,21
book,218,3,9848400000,9850000000,B,10001,32
book,222,1,9899200000,9900000000,A,10004,17
book,219,2,9898800000,9900000000,B,10003,28
book,219,3,9898400000,9900000000,A,10003,39
book,223,1,9949200000,9950000000,B,10002,24
book,220,2,9948800000,9950000000,A,10005,35
book,220,3,9948400000,9950000000,B,10001,15
book,224,1,9999200000,10000000000,A,10004,31
book,221,2,9998800000,10000000000,B,10003,42
trade,100022,1,9999200000,10000000000,S,10002,4
trade,100023,1,9999200000,10000000000,B,10004,6
trade,100024,1,9999200000,10000000000,S,10002,8
trade,200022,2,9998800000,10000000000,B,10005,5
trade,200023,2,9998800000,10000000000,S,10003,7
trade,200024,2,9998800000,10000000000,B,10005,9
book,225,1,10049200000,10050000000,B,10002,38
book,222,2,10048800000,10050000000,A,10005,18
book,226,1,10099200000,10100000000,A,10004,45
book,223,2,10098800000,10100000000,B,10003,25
book,227,1,10149200000,10150000000,B,10002,21
book,224,2,10148800000,10150000000,A,10005,32
book,228,1,10199200000,10200000000,A,10004,28
book,225,2,10198800000,10200000000,B,10003,39
book,229,1,10249200000,10250000000,B,10002,35
book,226,2,10248800000,10250000000,A,10005,15
book,230,1,10299200000,10300000000,A,10004,42
book,227,2,10298800000,10300000000,B,10003,22
book,231,1,10349200000,10350000000,B,10002,18
book,228,2,10348800000,10350000000,A,10005,29
book,232,1,10399200000,10400000000,A,10004,25
book,229,2,10398800000,10400000000,B,10003,36
book,233,1,10449200000,10450000000,B,10002,32
book,230,2,10448800000,10450000000,A,10005,43
book,221,3,10448400000,10450000000,B,10001,23
book,234,1,10499200000,10500000000,A,10004,39
book,231,2,10498800000,10500000000,B,10003,19
book,222,3,10498400000,10500000000,A,10003,30
book,235,1,10549200000,10550000000,B,10002,15
book,232,2,10548800000,10550000000,A,10005,26
book,223,3,10548400000,10550000000,B,10001,37
book,236,1,10599200000,10600000000,A,10004,22
book,233,2,10598800000,10600000000,B,10003,33
book,224,3,10598400000,10600000000,A,10003,44
book,237,1,10649200000,10650000000,B,10002,29
book,234,2,10648800000,10650000000,A,10005,40
book,225,3,10648400000,10650000000,B,10001,20
book,238,1,10699200000,10700000000,A,10004,36
book,235,2,10698800000,10700000000,B,10003,16
book,226,3,10698400000,10700000000,A,10003,27
book,239,1,10749200000,10750000000,B,10002,43
book,236,2,10748800000,10750000000,A,10005,23
book,227,3,10748400000,10750000000,B,10001,34
book,240,1,10799200000,10800000000,A,10004,19
book,237,2,10798800000,10800000000,B,10003,30
book,228,3,10798400000,10800000000,A,10003,41
book,241,1,10849200000,10850000000,B,10002,26
book,238,2,10848800000,10850000000,A,10005,37
book,229,3,10848400000,10850000000,B,10001,17
book,242,1,10899200000,10900000000,A,10004,33
book,239,2,10898800000,10900000000,B,10003,44
book,230,3,10898400000,10900000000,A,10003,24
book,243,1,10949200000,10950000000,B,10002,40
book,240,2,10948800000,10950000000,A,10005,20
book,231,3,10948400000,10950000000,B,10001,31
book,244,1,10999200000,11000000000,A,10004,16
book,241,2,10998800000,11000000000,B,10003,27
book,232,3,10998400000,11000000000,A,10003,38
book,245,1,11049200000,11050000000,B,10002,23
book,242,2,11048800000,11050000000,A,10005,34
book,233,3,11048400000,11050000000,B,10001,45
book,246,1,11099200000,11100000000,A,10004,30
book,243,2,11098800000,11100000000,B,10003,41
book,234,3,11098400000,11100000000,A,10003,21
book,247,1,11149200000,11150000000,B,10002,37
book,244,2,11148800000,11150000000,A,10005,17
book,235,3,11148400000,11150000000,B,10001,28
book,248,1,11199200000,11200000000,A,10004,44
book,245,2,11198800000,11200000000,B,10003,24
book,236,3,11198400000,11200000000,A,10003,35
book,249,1,11249200000,11250000000,B,10002,20
book,246,2,11248800000,11250000000,A,10005,31
book,237,3,11248400000,11250000000,B,10001,42
trade,100025,1,11249200000,11250000000,B,10004,4
trade,100026,1,11249200000,11250000000,S,10002,6
trade,100027,1,11249200000,11250000000,B,10004,8
trade,200025,2,11248800000,11250000000,S,10003,5
trade,200026,2,11248800000,11250000000,B,10005,7
trade,200027,2,11248800000,11250000000,S,10003,9
book,250,1,11299200000,11300000000,A,10004,27
book,247,2,11298800000,11300000000,B,10003,38
book,238,3,11298400000,11300000000,A,10003,18
book,251,1,11349200000,11350000000,B,10002,34
book,248,2,11348800000,11350000000,A,10005,45
book,239,3,11348400000,11350000000,B,10001,25
book,252,1,11399200000,11400000000,A,10004,41
book,249,2,11398800000,11400000000,B,10003,21
book,240,3,11398400000,11400000000,A,10003,32
book,253,1,11449200000,11450000000,B,10002,17
book,250,2,11448800000,11450000000,A,10005,28
book,241,3,11448400000,11450000000,B,10001,39
book,254,1,11499200000,11500000000,A,10004,24
book,251,2,11498800000,11500000000,B,10003,35
book,242,3,11498400000,11500000000,A,10003,15
book,255,1,11549200000,11550000000,B,10002,31
book,252,2,11548800000,11550000000,A,10005,42
book,243,3,11548400000,11550000000,B,10001,22
book,256,1,11599200000,11600000000,A,10004,38
book,253,2,11598800000,11600000000,B,10003,18
book,244,3,11598400000,11600000000,A,10003,29
book,257,1,11649200000,11650000000,B,10002,45
book,254,2,11648800000,11650000000,A,10005,25
book,245,3,11648400000,11650000000,B,10001,36
book,258,1,11699200000,11700000000,A,10004,21
book,255,2,11698800000,11700000000,B,10003,32
book,246,3,11698400000,11700000000,A,10003,43
book,259,1,11749200000,11750000000,B,10002,28
book,256,2,11748800000,11750000000,A,10005,39
book,247,3,11748400000,11750000000,B,10001,19
book,260,1,11799200000,11800000000,A,10004,35
book,257,2,11798800000,11800000000,B,10003,15
book,248,3,11798400000,11800000000,A,10003,26
book,261,1,11849200000,11850000000,B,10002,42
book,258,2,11848800000,11850000000,A,10005,22
book,249,3,11848400000,11850000000,B,10001,33
book,262,1,11899200000,11900000000,A,10004,18
book,259,2,11898800000,11900000000,B,10003,29
book,250,3,11898400000,11900000000,A,10003,40
book,263,1,11949200000,11950000000,B,10002,25
book,260,2,11948800000,11950000000,A,10005,36
book,251,3,11948400000,11950000000,B,10001,16
book,264,1,11999200000,12000000000,A,10003,24
book,265,1,11999200000,12000000000,B,10001,27
book,266,1,11999200000,12000000000,B,10002,0
book,267,1,11999200000,12000000000,A,10003,32
book,261,2,11998800000,12000000000,B,10003,43
book,252,3,11998400000,12000000000,A,10003,23
book,262,2,12048800000,12050000000,A,10004,26
book,263,2,12048800000,12050000000,B,10002,30
book,264,2,12048800000,12050000000,B,10003,0
book,268,1,12049200000,12050000000,B,10001,39
book,265,2,12048800000,12050000000,A,10004,19
book,253,3,12048400000,12050000000,B,10001,30
book,254,3,12098400000,12100000000,A,10002,28
book,255,3,12098400000,12100000000,B,10000,33
book,256,3,12098400000,12100000000,B,10001,0
book,269,1,12099200000,12100000000,A,10003,15
book,266,2,12098800000,12100000000,B,10002,26
book,257,3,12098400000,12100000000,A,10002,37
book,270,1,12149200000,12150000000,B,10001,22
book,267,2,12148800000,12150000000,A,10004,33
book,258,3,12148400000,12150000000,B,10000,44
book,271,1,12199200000,12200000000,A,10003,29
book,268,2,12198800000,12200000000,B,10002,40
book,259,3,12198400000,12200000000,A,10002,20
book,272,1,12249200000,12250000000,B,10001,36
book,269,2,12248800000,12250000000,A,10004,16
book,260,3,12248400000,12250000000,B,10000,27
book,273,1,12299200000,12300000000,A,10003,43
book,270,2,12298800000,12300000000,B,10002,23
book,261,3,12298400000,12300000000,A,10002,34
book,274,1,12349200000,12350000000,B,10001,19
book,271,2,12348800000,12350000000,A,10004,30
book,262,3,12348400000,12350000000,B,10000,41
book,275,1,12399200000,12400000000,A,10003,26
book,272,2,12398800000,12400000000,B,10002,37
book,263,3,12398400000,12400000000,A,10002,17
book,276,1,12449200000,12450000000,B,10001,33
book,273,2,12448800000,12450000000,A,10004,44
book,264,3,12448400000,12450000000,B,10000,24
book,277,1,12499200000,12500000000,A,10003,40
book,274,2,12498800000,12500000000,B,10002,20
book,265,3,12498400000,12500000000,A,10002,31
trade,100028,1,12499200000,12500000000,S,10001,4
trade,100029,1,12499200000,12500000000,B,10003,6
trade,100030,1,12499200000,12500000000,S,10001,8
trade,200028,2,12498800000,12500000000,B,10004,5
trade,200029,2,12498800000,12500000000,S,10002,7
trade,200030,2,12498800000,12500000000,B,10004,9
book,278,1,12549200000,12550000000,B,10001,16
book,275,2,12548800000,12550000000,A,10004,27
book,266,3,12548400000,12550000000,B,10000,38
book,279,1,12599200000,12600000000,A,10003,23
book,276,2,12598800000,12600000000,B,10002,34
book,267,3,12598400000,12600000000,A,10002,45
book,280,1,12649200000,12650000000,B,10001,30
book,277,2,12648800000,12650000000,A,10004,41
book,268,3,12648400000,12650000000,B,10000,21
book,281,1,12699200000,12700000000,A,10003,37
book,278,2,12698800000,12700000000,B,10002,17
book,269,3,12698400000,12700000000,A,10002,28
book,282,1,12749200000,12750000000,B,10001,44
book,279,2,12748800000,12750000000,A,10004,24
book,270,3,12748400000,12750000000,B,10000,35
book,283,1,12799200000,12800000000,A,10003,20
book,280,2,12798800000,12800000000,B,10002,31
book,271,3,12798400000,12800000000,A,10002,42
book,284,1,12849200000,12850000000,B,10001,27
book,281,2,12848800000,12850000000,A,10004,38
book,272,3,12848400000,12850000000,B,10000,18
book,285,1,12899200000,12900000000,A,10003,34
book,282,2,12898800000,12900000000,B,10002,45
book,273,3,12898400000,12900000000,A,10002,25
book,286,1,12949200000,12950000000,B,10001,41
book,283,2,12948800000,12950000000,A,10004,21
book,274,3,12948400000,12950000000,B,10000,32
book,287,1,12999200000,13000000000,A,10003,17
book,284,2,12998800000,13000000000,B,10002,28
book,275,3,12998400000,13000000000,A,10002,39
book,288,1,13049200000,13050000000,B,10001,24
book,285,2,13048800000,13050000000,A,10004,35
book,276,3,13048400000,13050000000,B,10000,15
book,289,1,13099200000,13100000000,A,10003,31
book,286,2,13098800000,13100000000,B,10002,42
book,277,3,13098400000,13100000000,A,10002,22
book,290,1,13149200000,13150000000,B,10001,38
book,287,2,13148800000,13150000000,A,10004,18
book,278,3,13148400000,13150000000,B,10000,29
book,291,1,13199200000,13200000000,A,10003,45
book,288,2,13198800000,13200000000,B,10002,25
book,279,3,13198400000,13200000000,A,10002,36
book,292,1,13249200000,13250000000,B,10001,21
book,289,2,13248800000,13250000000,A,10004,32
book,280,3,13248400000,13250000000,B,10000,43
book,293,1,13299200000,13300000000,A,10003,28
book,290,2,13298800000,13300000000,B,10002,39
book,281,3,13298400000,13300000000,A,10002,19
book,294,1,13349200000,13350000000,B,10001,35
book,291,2,13348800000,13350000000,A,10004,15
book,282,3,13348400000,13350000000,B,10000,26
book,295,1,13399200000,13400000000,A,10003,42
book,292,2,13398800000,13400000000,B,10002,22
book,283,3,13398400000,13400000000,A,10002,33
book,296,1,13449200000,13450000000,B,10001,18
book,293,2,13448800000,13450000000,A,10004,29
book,284,3,13448400000,13450000000,B,10000,40
book,297,1,13499200000,13500000000,A,10003,25
book,294,2,13498800000,13500000000,B,10002,36
book,285,3,13498400000,13500000000,A,10002,16
book,298,1,13549200000,13550000000,B,10001,32
book,295,2,13548800000,13550000000,A,10004,43
book,286,3,13548400000,13550000000,B,10000,23
book,299,1,13599200000,13600000000,A,10003,39
book,296,2,13598800000,13600000000,B,10002,19
book,287,3,13598400000,13600000000,A,10002,30
book,300,1,13649200000,13650000000,B,10001,15
book,297,2,13648800000,13650000000,A,10004,26
book,288,3,13648400000,13650000000,B,10000,37
book,301,1,13699200000,13700000000,A,10003,22
book,298,2,13698800000,13700000000,B,10002,33
book,289,3,13698400000,13700000000,A,10002,44
book,302,1,13749200000,13750000000,B,10001,29
book,299,2,13748800000,13750000000,A,10004,40
book,290,3,13748400000,13750000000,B,10000,20
trade,100031,1,13749200000,13750000000,B,10003,4
trade,100032,1,13749200000,13750000000,S,10001,6
trade,100033,1,13749200000,13750000000,B,10003,8
trade,200031,2,13748800000,13750000000,S,10002,5
trade,200032,2,13748800000,13750000000,B,10004,7
trade,200033,2,13748800000,13750000000,S,10002,9
book,303,1,13799200000,13800000000,A,10003,36
book,300,2,13798800000,13800000000,B,10002,16
book,291,3,13798400000,13800000000,A,10002,27
book,304,1,13849200000,13850000000,B,10001,43
book,301,2,13848800000,13850000000,A,10004,23
book,292,3,13848400000,13850000000,B,10000,34
book,305,1,13899200000,13900000000,A,10003,19
book,302,2,13898800000,13900000000,B,10002,30
book,293,3,13898400000,13900000000,A,10002,41
book,306,1,13949200000,13950000000,B,10001,26
book,303,2,13948800000,13950000000,A,10004,37
book,294,3,13948400000,13950000000,B,10000,17
book,304,2,13998800000,14000000000,A,10003,26
book,305,2,13998800000,14000000000,B,10001,30
book,306,2,13998800000,14000000000,B,10002,0
book,307,1,13999200000,14000000000,A,10003,33
book,307,2,13998800000,14000000000,B,10001,44
book,295,3,13998400000,14000000000,A,10002,24
book,308,1,14049200000,14050000000,B,10001,40
book,308,2,14048800000,14050000000,A,10003,20
book,296,3,14048400000,14050000000,B,10000,31
book,309,1,14099200000,14100000000,A,10002,24
book,310,1,14099200000,14100000000,B,10000,27
book,311,1,14099200000,14100000000,B,10001,0
book,312,1,14099200000,14100000000,A,10002,16
book,309,2,14098800000,14100000000,B,10001,27
book,297,3,14098400000,14100000000,A,10002,38
book,313,1,14149200000,14150000000,B,10000,23
book,310,2,14148800000,14150000000,A,10003,34
book,298,3,14148400000,14150000000,B,10000,45
book,299,3,14198400000,14200000000,A,10001,28
book,300,3,14198400000,14200000000,B,9999,33
book,301,3,14198400000,14200000000,B,10000,0
book,314,1,14199200000,14200000000,A,10002,30
book,311,2,14198800000,14200000000,B,10001,41
book,302,3,14198400000,14200000000,A,10001,21
book,315,1,14249200000,14250000000,B,10000,37
book,312,2,14248800000,14250000000,A,10003,17
book,303,3,14248400000,14250000000,B,9999,28
book,316,1,14299200000,14300000000,A,10002,44
book,313,2,14298800000,14300000000,B,10001,24
book,304,3,14298400000,14300000000,A,10001,35
book,317,1,14349200000,14350000000,B,10000,20
book,314,2,14348800000,14350000000,A,10003,31
book,305,3,14348400000,14350000000,B,9999,42
book,318,1,14399200000,14400000000,A,10002,27
book,315,2,14398800000,14400000000,B,10001,38
book,306,3,14398400000,14400000000,A,10001,18
book,319,1,14449200000,14450000000,B,10000,34
book,316,2,14448800000,14450000000,A,10003,45
book,307,3,14448400000,14450000000,B,9999,25
book,320,1,14499200000,14500000000,A,10002,41
book,317,2,14498800000,14500000000,B,10001,21
book,308,3,14498400000,14500000000,A,10001,32
book,321,1,14549200000,14550000000,B,10000,17
book,318,2,14548800000,14550000000,A,10003,28
book,309,3,14548400000,14550000000,B,9999,39
book,322,1,14599200000,14600000000,A,10002,24
book,319,2,14598800000,14600000000,B,10001,35
book,310,3,14598400000,14600000000,A,10001,15
book,323,1,14649200000,14650000000,B,10000,31
book,320,2,14648800000,14650000000,A,10003,42
book,311,3,14648400000,14650000000,B,9999,22
book,324,1,14699200000,14700000000,A,10002,38
book,321,2,14698800000,14700000000,B,10001,18
book,312,3,14698400000,14700000000,A,10001,29
book,325,1,14749200000,14750000000,B,10000,45
book,322,2,14748800000,14750000000,A,10003,25
book,313,3,14748400000,14750000000,B,9999,36
book,326,1,14799200000,14800000000,A,10002,21
book,323,2,14798800000,14800000000,B,10001,32
book,314,3,14798400000,14800000000,A,10001,43
book,327,1,14849200000,14850000000,B,10000,28
book,324,2,14848800000,14850000000,A,10003,39
book,315,3,14848400000,14850000000,B,9999,19
book,328,1,14899200000,14900000000,A,10002,35
book,325,2,14898800000,14900000000,B,10001,15
book,316,3,14898400000,14900000000,A,10001,26
book,329,1,14949200000,14950000000,B,10000,42
book,326,2,14948800000,14950000000,A,10003,22
book,317,3,14948400000,14950000000,B,9999,33
book,330,1,14999200000,15000000000,A,10002,18
book,327,2,14998800000,15000000000,B,10001,29
book,318,3,14998400000,15000000000,A,10001,40
trade,100034,1,14999200000,15000000000,S,10000,4
trade,100035,1,14999200000,15000000000,B,10002,6
trade,100036,1,14999200000,15000000000,S,10000,8
trade,200034,2,14998800000,15000000000,B,10003,5
trade,200035,2,14998800000,15000000000,S,10001,7
trade,200036,2,14998800000,15000000000,B,10003,9
book,331,1,15049200000,15050000000,B,10000,25
book,328,2,15048800000,15050000000,A,10003,36
book,319,3,15048400000,15050000000,B,9999,16
book,332,1,15099200000,15100000000,A,10002,32
book,329,2,15098800000,15100000000,B,10001,43
book,320,3,15098400000,15100000000,A,10001,23
book,333,1,15149200000,15150000000,B,10000,39
book,330,2,15148800000,15150000000,A,10003,19
book,321,3,15148400000,15150000000,B,9999,30
book,334,1,15199200000,15200000000,A,10002,15
book,331,2,15198800000,15200000000,B,10001,26
book,322,3,15198400000,15200000000,A,10001,37
book,335,1,15249200000,15250000000,B,10000,22
book,332,2,15248800000,15250000000,A,10003,33
book,323,3,15248400000,15250000000,B,9999,44
book,336,1,15299200000,15300000000,A,10002,29
book,333,2,15298800000,15300000000,B,10001,40
book,324,3,15298400000,15300000000,A,10001,20
book,337,1,15349200000,15350000000,B,10000,36
book,334,2,15348800000,15350000000,A,10003,16
book,325,3,15348400000,15350000000,B,9999,27
book,338,1,15399200000,15400000000,A,10002,43
book,335,2,15398800000,15400000000,B,10001,23
book,326,3,15398400000,15400000000,A,10001,34
book,339,1,15449200000,15450000000,B,10000,19
book,336,2,15448800000,15450000000,A,10003,30
book,327,3,15448400000,15450000000,B,9999,41
book,340,1,15499200000,15500000000,A,10002,26
book,337,2,15498800000,15500000000,B,10001,37
book,328,3,15498400000,15500000000,A,10001,17
book,341,1,15549200000,15550000000,B,10000,33
book,338,2,15548800000,15550000000,A,10003,44
book,329,3,15548400000,15550000000,B,9999,24
book,342,1,15599200000,15600000000,A,10002,40
book,339,2,15598800000,15600000000,B,10001,20
book,330,3,15598400000,15600000000,A,10001,31
book,343,1,15649200000,15650000000,B,10000,16
book,340,2,15648800000,15650000000,A,10003,27
book,331,3,15648400000,15650000000,B,9999,38
book,344,1,15699200000,15700000000,A,10002,23
book,341,2,15698800000,15700000000,B,10001,34
book,332,3,15698400000,15700000000,A,10001,45
book,345,1,15749200000,15750000000,B,10000,30
book,342,2,15748800000,15750000000,A,10003,41
book,333,3,15748400000,15750000000,B,9999,21
book,346,1,15799200000,15800000000,A,10002,37
book,343,2,15798800000,15800000000,B,10001,17
book,334,3,15798400000,15800000000,A,10001,28
book,347,1,15849200000,15850000000,B,10000,44
book,344,2,15848800000,15850000000,A,10003,24
book,335,3,15848400000,15850000000,B,9999,35
book,348,1,15899200000,15900000000,A,10002,20
book,345,2,15898800000,15900000000,B,10001,31
book,336,3,15898400000,15900000000,A,10001,42
book,349,1,15949200000,15950000000,B,10000,27
book,346,2,15948800000,15950000000,A,10003,38
book,337,3,15948400000,15950000000,B,9999,18
book,350,1,15999200000,16000000000,A,10002,34
book,347,2,15998800000,16000000000,B,10001,45
book,338,3,15998400000,16000000000,A,10001,25
